Hotel,Country,Total Of Special Requests
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,CHE,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,NOR,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,IRL,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,CHE,2
Resort Hotel,PRT,2
Resort Hotel,ITA,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,URY,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,DZA,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,GBR,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,FRA,2
Resort Hotel,FRA,2
Resort Hotel,CN,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,FRA,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,FRA,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,RUS,2
Resort Hotel,FRA,2
Resort Hotel,RUS,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,FRA,2
Resort Hotel,PRT,2
Resort Hotel,DEU,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,FRA,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,GBR,2
Resort Hotel,POL,2
Resort Hotel,GBR,2
Resort Hotel,ESP,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,CHE,2
Resort Hotel,ESP,2
Resort Hotel,CHE,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,ESP,2
Resort Hotel,CHE,2
Resort Hotel,RUS,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,DEU,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,LUX,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,ESP,3
Resort Hotel,PRT,0
Resort Hotel,other,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,POL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,DEU,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,MAR,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ROU,2
Resort Hotel,PRT,2
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,ESP,3
Resort Hotel,PRT,3
Resort Hotel,FIN,3
Resort Hotel,GBR,3
Resort Hotel,PRT,1
Resort Hotel,PRT,4
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,GBR,2
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,0
Resort Hotel,PRT,3
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ROU,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,MAR,0
Resort Hotel,IRL,0
Resort Hotel,NLD,0
Resort Hotel,PRT,0
Resort Hotel,USA,0
Resort Hotel,RUS,0
Resort Hotel,MDV,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,FRA,2
Resort Hotel,IRL,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ROU,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,AUS,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,AUS,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,SWE,0
Resort Hotel,SWE,0
Resort Hotel,PRT,0
Resort Hotel,POL,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CHL,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,CN,0
Resort Hotel,CHN,0
Resort Hotel,RUS,0
Resort Hotel,AUT,0
Resort Hotel,FRA,0
Resort Hotel,SWE,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CN,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,CHE,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,USA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,LUX,0
Resort Hotel,PRT,0
Resort Hotel,CYP,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CN,0
Resort Hotel,POL,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,VEN,0
Resort Hotel,NLD,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,USA,0
Resort Hotel,ESP,0
Resort Hotel,ITA,0
Resort Hotel,IRL,0
Resort Hotel,ESP,0
Resort Hotel,SWE,0
Resort Hotel,PRT,0
Resort Hotel,ARE,0
Resort Hotel,IRL,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,POL,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,ARG,0
Resort Hotel,BEL,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,NOR,0
Resort Hotel,NOR,0
Resort Hotel,NOR,0
Resort Hotel,NOR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ARE,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,AUS,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,IRL,1
Resort Hotel,ESP,1
Resort Hotel,ISR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,ARE,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,BRA,1
Resort Hotel,PRT,1
Resort Hotel,ITA,1
Resort Hotel,ESP,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,MAR,1
Resort Hotel,GBR,1
Resort Hotel,FRA,1
Resort Hotel,FIN,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,BEL,1
Resort Hotel,IRL,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,SWE,1
Resort Hotel,IRL,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,LUX,2
Resort Hotel,BEL,2
Resort Hotel,GBR,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,LUX,2
Resort Hotel,AUS,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,NLD,2
Resort Hotel,KOR,2
Resort Hotel,ESP,2
Resort Hotel,PRT,2
Resort Hotel,PRT,3
Resort Hotel,BRA,3
Resort Hotel,AZE,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,4
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BEL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,CHE,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BEL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,NOR,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,MAR,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,BEL,0
Resort Hotel,LUX,0
Resort Hotel,LUX,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,LVA,0
Resort Hotel,FRA,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,CN,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,ESP,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,GBR,1
Resort Hotel,PRT,1
Resort Hotel,PRT,1
Resort Hotel,RUS,1
Resort Hotel,ESP,1
Resort Hotel,FRA,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,ESP,2
Resort Hotel,FRA,2
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,DEU,2
Resort Hotel,PRT,2
Resort Hotel,DEU,2
Resort Hotel,FRA,2
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,PRT,3
Resort Hotel,IRL,4
Resort Hotel,PRT,1
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,2
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,1
Resort Hotel,FRA,1
Resort Hotel,PRT,3
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,1
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,2
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,POL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,ESP,1
Resort Hotel,IRL,1
Resort Hotel,PRT,1
Resort Hotel,PRT,2
Resort Hotel,PRT,2
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,RUS,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,BRA,0
Resort Hotel,IRL,0
Resort Hotel,RUS,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ISR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,DNK,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ZAF,0
Resort Hotel,CN,0
Resort Hotel,IRL,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,AUS,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ARG,0
Resort Hotel,PRT,0
Resort Hotel,IND,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,CN,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,USA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,CHE,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,NLD,0
Resort Hotel,ESP,0
Resort Hotel,FJI,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,RUS,0
Resort Hotel,BRA,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ITA,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,BRA,0
Resort Hotel,PRT,0
Resort Hotel,SWE,0
Resort Hotel,ROU,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,IRL,0
Resort Hotel,GBR,0
Resort Hotel,ARG,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,MAR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,FIN,0
Resort Hotel,SWE,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,RUS,0
Resort Hotel,ISR,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ARG,0
Resort Hotel,ARG,0
Resort Hotel,ARE,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,SWE,0
Resort Hotel,DEU,0
Resort Hotel,CHE,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,ITA,0
Resort Hotel,NLD,0
Resort Hotel,PRT,0
Resort Hotel,LUX,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,GBR,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,USA,0
Resort Hotel,GBR,0
Resort Hotel,CHE,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,DNK,0
Resort Hotel,BRA,0
Resort Hotel,NLD,0
Resort Hotel,USA,0
Resort Hotel,USA,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,BEL,0
Resort Hotel,GBR,0
Resort Hotel,USA,0
Resort Hotel,BRA,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,MAR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,SWE,0
Resort Hotel,SWE,0
Resort Hotel,SWE,0
Resort Hotel,POL,0
Resort Hotel,ESP,0
Resort Hotel,PRT,0
Resort Hotel,MDV,0
Resort Hotel,ESP,0
Resort Hotel,NOR,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,RUS,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,AUT,0
Resort Hotel,ARE,0
Resort Hotel,GBR,0
Resort Hotel,DEU,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,NLD,0
Resort Hotel,PRT,0
Resort Hotel,MAR,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,POL,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,RUS,0
Resort Hotel,DEU,0
Resort Hotel,ESP,0
Resort Hotel,ESP,0
Resort Hotel,GBR,0
Resort Hotel,HUN,0
Resort Hotel,HUN,0
Resort Hotel,PRT,0
Resort Hotel,PRT,0
Resort Hotel,NOR,0
Resort Hotel,FRA,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,IRL,0
Resort Hotel,PRT,0
Resort Hotel,FRA,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,PRT,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
Resort Hotel,GBR,0
